Complaint Text,Category
The entertainment system was not working,Bad Flight
The cabin was overcrowded and chaotic,Bad Flight
The flight was turbulent and frightening,Bad Flight
The food served was cold and tasteless,Bad Flight
The cabin crew were inattentive and unhelpful,Bad Flight
The flight was cancelled at the last minute,Bad Flight
The seats were dirty and stained,Bad Flight
The cabin was too hot and uncomfortable,Bad Flight
The flight was noisy due to constant announcements,Bad Flight
The toilets were unclean and unusable,Bad Flight
The cabin smelled of smoke during the flight,Bad Flight
The flight was delayed without compensation,Bad Flight
The seats were too narrow and uncomfortable,Bad Flight
The cabin was poorly ventilated,Bad Flight
The flight was overcrowded and stressful,Bad Flight
The food was stale and unappetizing,Bad Flight
The entertainment system kept freezing,Bad Flight
The cabin crew ignored passenger requests,Bad Flight
The flight was delayed multiple times,Bad Flight
The seats were broken and unsafe,Bad Flight
The cabin was noisy and disruptive,Bad Flight
The flight was turbulent and uncomfortable,Bad Flight
The food was not served on time,Bad Flight
The cabin crew were rude and dismissive,Bad Flight
The flight was cancelled without notice,Bad Flight
The seats were dirty and smelled bad,Bad Flight
The cabin was too cold and uncomfortable,Bad Flight
The flight was noisy due to crying babies,Bad Flight
The toilets were broken and unusable,Bad Flight
The cabin smelled of chemicals,Bad Flight
The flight was delayed for hours,Bad Flight
The seats were too hard and painful,Bad Flight
The cabin was overcrowded and chaotic,Bad Flight
The food was bland and poorly cooked,Bad Flight
The entertainment system did not load movies,Bad Flight
The cabin crew ignored safety instructions,Bad Flight
The flight was delayed without updates,Bad Flight
The seats were broken and uncomfortable,Bad Flight
The cabin was noisy and stressful,Bad Flight
The flight was turbulent and frightening,Bad Flight
The food was served late and cold,Bad Flight
The cabin crew were inattentive and unprofessional,Bad Flight
The flight was cancelled after boarding,Bad Flight
The flight was delayed for hours without updates,Bad Flight
The cabin was overcrowded and passengers were uncomfortable,Bad Flight
The seats were broken and unsafe to use,Bad Flight
The flight was turbulent and frightening throughout,Bad Flight
The food was served late and was cold,Bad Flight
The cabin crew were inattentive and unprofessional,Bad Flight
The entertainment system did not work at all,Bad Flight
The toilets were dirty and smelled bad,Bad Flight
The cabin was too hot and poorly ventilated,Bad Flight
The flight was noisy due to constant announcements,Bad Flight
The seats were cramped and painful for long journeys,Bad Flight
The cabin smelled of chemicals during the flight,Bad Flight
The flight was cancelled after boarding had started,Bad Flight
The cabin was dirty and unhygienic,Bad Flight
The flight was delayed multiple times without explanation,Bad Flight
The food was bland and poorly cooked,Bad Flight
The cabin crew ignored passenger requests repeatedly,Bad Flight
The seats were stained and uncomfortable,Bad Flight
The cabin was too cold and unpleasant,Bad Flight
The flight was overcrowded and chaotic,Bad Flight
The entertainment system kept freezing during use,Bad Flight
The cabin crew were rude and dismissive,Bad Flight
The flight was turbulent and stressful,Bad Flight
The food was stale and unappetizing,Bad Flight
The cabin was noisy and disruptive,Bad Flight
The seats were broken and could not recline,Bad Flight
The flight was delayed without compensation,Bad Flight
The toilets were broken and unusable,Bad Flight
The cabin smelled bad throughout the journey,Bad Flight
The flight was cancelled without notice,Bad Flight
The seats were too narrow and uncomfortable,Bad Flight
The cabin was poorly lit and unpleasant,Bad Flight
The flight was noisy due to crying babies,Bad Flight
The food was not served on time,Bad Flight
The cabin crew ignored safety instructions,Bad Flight
The flight was delayed for hours without updates,Bad Flight
The seats were dirty and smelled bad,Bad Flight
The cabin was overcrowded and stressful,Bad Flight
The flight was turbulent and frightening,Bad Flight
The food was cold and tasteless,Bad Flight
The cabin crew were inattentive and unhelpful,Bad Flight
The entertainment system did not load movies,Bad Flight
The cabin was too hot and uncomfortable,Bad Flight
The flight was noisy and stressful,Bad Flight
The seats were broken and uncomfortable,Bad Flight
The cabin smelled of smoke during the flight,Bad Flight
The flight was cancelled at the last minute,Bad Flight
The toilets were unclean and unusable,Bad Flight
The cabin was noisy due to constant chatter,Bad Flight
The flight was delayed without proper communication,Bad Flight
The flight was extremely uncomfortable with cramped seating,Bad Flight
The cabin was dirty and smelled bad throughout the journey,Bad Flight
The flight was very noisy and stressful,Bad Flight
The air conditioning did not work properly during the trip,Bad Flight
The seats were broken and could not recline,Bad Flight
The cabin lights were left on the entire night flight,Bad Flight
The flight was delayed and no explanation was given,Bad Flight
The entertainment system was not working,Bad Flight
The cabin was overcrowded and chaotic,Bad Flight
The flight was turbulent and frightening,Bad Flight
The food served was cold and tasteless,Bad Flight
The cabin crew were inattentive and unhelpful,Bad Flight
The flight was cancelled at the last minute,Bad Flight
The seats were dirty and stained,Bad Flight
The cabin was too hot and uncomfortable,Bad Flight
The flight was noisy due to constant announcements,Bad Flight
The toilets were unclean and unusable,Bad Flight
The cabin smelled of smoke during the flight,Bad Flight
The flight was delayed without compensation,Bad Flight
The seats were too narrow and uncomfortable,Bad Flight
The cabin was poorly ventilated,Bad Flight
The flight was overcrowded and stressful,Bad Flight
The food was stale and unappetizing,Bad Flight
The entertainment system kept freezing,Bad Flight
The cabin crew ignored passenger requests,Bad Flight
The flight was delayed multiple times,Bad Flight
The seats were broken and unsafe,Bad Flight
The cabin was noisy and disruptive,Bad Flight
The flight was turbulent and uncomfortable,Bad Flight
The food was not served on time,Bad Flight
The cabin crew were rude and dismissive,Bad Flight
The flight was cancelled without notice,Bad Flight
